Year,Tm,Rnd,Pos_x,cnt
2016,TEN,5,WR,1
2016,TEN,6,OL,1
2016,TEN,7,DB,1
2016,TEN,7,LB,1
2016,WAS,1,WR,1
2016,WAS,2,LB,1
2016,WAS,3,DB,1
2016,WAS,5,DL,1
2016,WAS,6,QB,1
2016,WAS,7,LB,1
2016,WAS,7,RB,1
2017,ARI,1,LB,1
2017,ARI,2,S,1
2017,ARI,3,WR,1
2017,ARI,4,OL,1
2017,ARI,5,OL,1
2017,ARI,5,RB,1
2017,ARI,6,S,1
2017,ATL,1,DL,1
2017,ATL,3,LB,1
2017,ATL,4,OL,1
2017,ATL,5,DB,1
2017,ATL,5,RB,1
2017,ATL,5,TE,1
2017,BAL,1,DB,1
2017,BAL,2,LB,1
2017,BAL,3,DL,1
2017,BAL,3,LB,1
2017,BAL,4,OL,1
2017,BAL,5,OL,1
2017,BAL,6,DB,1
2017,BUF,1,DB,1
2017,BUF,2,OL,1
2017,BUF,2,WR,1
2017,BUF,5,LB,1
2017,BUF,5,QB,1
2017,BUF,6,LB,1
2017,CAR,1,RB,1
2017,CAR,2,OL,1
2017,CAR,2,WR,1
2017,CAR,3,DL,1
2017,CAR,5,DB,1
2017,CAR,6,RB,1
2017,CAR,7,K,1
2017,CHI,1,QB,1
2017,CHI,2,TE,1
2017,CHI,4,RB,1
2017,CHI,4,S,1
2017,CHI,5,OL,1
2017,CIN,1,WR,1
2017,CIN,2,RB,1
2017,CIN,3,LB,1
2017,CIN,4,DL,1
2017,CIN,4,LB,1
2017,CIN,4,WR,1
2017,CIN,5,K,1
2017,CIN,5,OL,1
2017,CIN,6,LB,1
2017,CIN,6,RB,1
2017,CIN,7,TE,1
2017,CLE,1,DL,1
2017,CLE,1,S,1
2017,CLE,1,TE,1
2017,CLE,2,QB,1
2017,CLE,3,DL,1
2017,CLE,4,DB,1
2017,CLE,5,OL,1
2017,CLE,6,DL,1
2017,CLE,7,K,1
2017,CLE,7,RB,1
2017,DAL,1,DL,1
2017,DAL,2,DB,1
2017,DAL,3,DB,1
2017,DAL,4,WR,1
2017,DAL,6,DB,1
2017,DAL,6,S,1
2017,DAL,7,DL,2
2017,DAL,7,WR,1
2017,DEN,1,OL,1
2017,DEN,2,DL,1
2017,DEN,3,DB,1
2017,DEN,3,WR,1
2017,DEN,5,TE,1
2017,DEN,5,WR,1
2017,DEN,6,RB,1
2017,DEN,7,QB,1
2017,DET,1,LB,1
2017,DET,2,DB,1
2017,DET,3,WR,1
2017,DET,4,LB,1
2017,DET,4,TE,1
2017,DET,5,DB,1
2017,DET,6,DL,1
2017,DET,6,QB,1
2017,DET,7,DL,1
2017,GNB,2,DB,1
2017,GNB,2,S,1
2017,GNB,3,DL,1
2017,GNB,4,LB,1
2017,GNB,4,RB,1
2017,GNB,5,RB,1
2017,GNB,5,WR,1
2017,GNB,6,OL,1
2017,GNB,7,RB,1
2017,GNB,7,WR,1
2017,HOU,1,QB,1
2017,HOU,2,LB,1
2017,HOU,3,RB,1
2017,HOU,4,DL,1
2017,HOU,4,OL,1
2017,HOU,5,S,1
2017,HOU,7,OL,1
2017,IND,1,S,1
2017,IND,2,DB,1
2017,IND,3,DL,1
2017,IND,4,DL,1
2017,IND,4,OL,1
2017,IND,4,RB,1
2017,IND,5,DB,1
2017,IND,5,LB,1
2017,JAX,1,RB,1
2017,JAX,2,OL,1
2017,JAX,3,DL,1
2017,JAX,4,WR,1
2017,JAX,5,LB,1
2017,JAX,7,DB,1
2017,JAX,7,RB,1
2017,KAN,1,QB,1
2017,KAN,2,DL,1
2017,KAN,3,RB,1
2017,KAN,4,WR,1
2017,KAN,5,LB,1
2017,KAN,6,S,1
2017,LAC,1,WR,1
2017,LAC,2,OL,1
2017,LAC,3,OL,1
2017,LAC,4,S,1
2017,LAC,5,S,1
2017,LAC,6,OL,1
2017,LAC,7,DL,1
2017,LAR,2,TE,1
2017,LAR,3,S,1
2017,LAR,3,WR,1
2017,LAR,4,LB,1
2017,LAR,4,WR,1
2017,LAR,6,DL,1
2017,LAR,6,RB,1
2017,LAR,7,DL,1
2017,MIA,1,LB,1
2017,MIA,2,LB,1
2017,MIA,3,DB,1
2017,MIA,5,DL,1
2017,MIA,5,OL,1
2017,MIA,6,DL,1
2017,MIA,7,WR,1
2017,MIN,2,RB,1
2017,MIN,3,OL,1
2017,MIN,4,DL,1
2017,MIN,4,LB,1
2017,MIN,5,OL,1
2017,MIN,5,WR,1
2017,MIN,6,TE,1
2017,MIN,7,DB,1
2017,MIN,7,LB,1
2017,MIN,7,OL,1
2017,MIN,7,WR,1
2017,NOR,1,DB,1
2017,NOR,1,OL,1
2017,NOR,2,S,1
2017,NOR,3,LB,2
2017,NOR,3,RB,1
2017,NOR,6,DL,1
2017,NWE,3,DL,1
2017,NWE,3,OL,1
2017,NWE,4,DL,1
2017,NWE,6,OL,1
2017,NYG,1,TE,1
2017,NYG,2,DL,1
2017,NYG,3,QB,1
2017,NYG,4,RB,1
2017,NYG,5,DL,1
2017,NYG,6,OL,1
2017,NYJ,1,S,1
2017,NYJ,2,S,1
2017,NYJ,3,WR,1
2017,NYJ,4,WR,1
2017,NYJ,5,OL,1
2017,NYJ,5,TE,1
2017,NYJ,6,DB,2
2017,NYJ,6,RB,1
2017,OAK,1,DB,1
2017,OAK,2,S,1
2017,OAK,3,DL,1
2017,OAK,4,OL,1
2017,OAK,5,LB,1
2017,OAK,7,DL,1
2017,OAK,7,OL,1
2017,OAK,7,RB,1
2017,OAK,7,S,1
2017,PHI,1,DL,1
2017,PHI,2,DB,1
2017,PHI,3,DB,1
2017,PHI,4,RB,1
2017,PHI,4,WR,1
2017,PHI,5,S,1
2017,PHI,5,WR,1
2017,PHI,6,DL,1
2017,PIT,1,LB,1
2017,PIT,2,WR,1
2017,PIT,3,DB,1
2017,PIT,3,RB,1
2017,PIT,4,QB,1
2017,PIT,5,DB,1
2017,PIT,6,LS,1
2017,PIT,7,LB,1
2017,SEA,2,DL,1
2017,SEA,2,OL,1
2017,SEA,3,DB,1
2017,SEA,3,DL,1
2017,SEA,3,S,1
2017,SEA,3,WR,1
2017,SEA,4,S,1
2017,SEA,6,OL,1
2017,SEA,6,S,1
2017,SEA,7,RB,1
2017,SEA,7,WR,1
2017,SFO,1,DL,1
2017,SFO,1,LB,1
2017,SFO,3,DB,1
2017,SFO,3,QB,1
2017,SFO,4,RB,1
2017,SFO,5,TE,1
2017,SFO,5,WR,1
2017,SFO,6,DL,1
2017,SFO,6,LB,1
2017,SFO,7,DB,1
2017,TAM,1,TE,1
2017,TAM,2,S,1
2017,TAM,3,LB,1
2017,TAM,3,WR,1
2017,TAM,5,RB,1
2017,TAM,7,OL,1
2017,TEN,1,DB,1
2017,TEN,1,WR,1
2017,TEN,3,TE,1
2017,TEN,3,WR,1
2017,TEN,5,LB,1
2017,TEN,6,OL,1
2017,TEN,7,LB,1
2017,TEN,7,OL,1
2017,TEN,7,RB,1
2017,WAS,1,DL,1
2017,WAS,2,LB,1
2017,WAS,3,DB,1
2017,WAS,4,RB,1
2017,WAS,4,S,1
2017,WAS,5,TE,1
2017,WAS,6,OL,1
2017,WAS,6,WR,1
2017,WAS,7,DB,1
2017,WAS,7,S,1
2018,ARI,1,QB,1
2018,ARI,2,WR,1
2018,ARI,3,OL,1
2018,ARI,4,RB,1
2018,ARI,6,DB,1
2018,ARI,7,OL,1
2018,ATL,1,WR,1
2018,ATL,2,DB,1
2018,ATL,3,DL,1
2018,ATL,4,RB,1
2018,ATL,6,S,1
2018,ATL,6,WR,1
2018,BAL,1,QB,1
2018,BAL,1,TE,1
2018,BAL,3,OL,1
2018,BAL,3,TE,1
2018,BAL,4,DB,1
2018,BAL,4,LB,1
2018,BAL,4,WR,1
2018,BAL,5,WR,1
2018,BAL,6,OL,2
2018,BAL,6,S,1
2018,BAL,7,DL,1
2018,BUF,1,LB,1
2018,BUF,1,QB,1
2018,BUF,3,DL,1
2018,BUF,4,DB,1
2018,BUF,5,DB,1
2018,BUF,5,OL,1
2018,BUF,6,WR,1
2018,BUF,7,WR,1
2018,CAR,1,WR,1
2018,CAR,2,DB,1
2018,CAR,3,DB,1
2018,CAR,4,LB,1
2018,CAR,4,TE,1
2018,CAR,5,LB,1
2018,CAR,7,DL,1
2018,CAR,7,LB,1
2018,CHI,1,LB,1
2018,CHI,2,OL,1
2018,CHI,2,WR,1
2018,CHI,4,LB,1
2018,CHI,5,DL,1
2018,CHI,6,DL,1
2018,CHI,7,WR,1
2018,CIN,1,OL,1
2018,CIN,2,S,1
2018,CIN,3,DL,1
2018,CIN,3,LB,1
2018,CIN,4,RB,1
2018,CIN,5,DB,2
2018,CIN,5,DL,1
2018,CIN,7,OL,1
2018,CIN,7,QB,1
2018,CIN,7,WR,1
2018,CLE,1,DB,1
2018,CLE,1,QB,1
2018,CLE,2,OL,1
2018,CLE,2,RB,1
2018,CLE,3,DL,1
2018,CLE,4,WR,1
2018,CLE,5,LB,1
2018,CLE,6,DB,1
2018,CLE,6,WR,1
2018,DAL,1,LB,1
2018,DAL,2,OL,1
2018,DAL,3,WR,1
2018,DAL,4,DL,1
2018,DAL,4,TE,1
2018,DAL,5,QB,1
2018,DAL,6,LB,1
2018,DAL,6,WR,1
2018,DAL,7,RB,1
2018,DEN,1,DL,1
2018,DEN,2,WR,1
2018,DEN,3,DB,1
2018,DEN,3,RB,1
2018,DEN,4,LB,1
2018,DEN,4,WR,1
2018,DEN,5,TE,1
2018,DEN,6,LB,1
2018,DEN,6,OL,1
2018,DEN,7,RB,1
2018,DET,1,OL,1
2018,DET,2,RB,1
2018,DET,3,S,1
2018,DET,4,DL,1
2018,DET,5,OL,1
2018,DET,7,RB,1
2018,GNB,1,DB,1
2018,GNB,2,DB,1
2018,GNB,3,LB,1
2018,GNB,4,WR,1
2018,GNB,5,OL,1
2018,GNB,5,P,1
2018,GNB,5,WR,1
2018,GNB,6,WR,1
2018,GNB,7,DL,1
2018,GNB,7,LB,1
2018,GNB,7,LS,1
2018,HOU,3,OL,1
2018,HOU,3,S,1
2018,HOU,3,TE,1
2018,HOU,4,WR,1
2018,HOU,6,DL,1
2018,HOU,6,LB,1
2018,HOU,6,TE,2
2018,HOU,7,DB,1
2018,IND,1,OL,1
2018,IND,2,DL,1
2018,IND,2,LB,2
2018,IND,2,OL,1
2018,IND,4,RB,1
2018,IND,5,RB,1
2018,IND,5,WR,1
2018,IND,6,WR,1
2018,IND,7,LB,2
2018,JAX,1,DL,1
2018,JAX,2,WR,1
2018,JAX,3,S,1
2018,JAX,4,OL,1
2018,JAX,6,QB,1
2018,JAX,7,LB,1
2018,JAX,7,P,1
2018,KAN,2,DL,1
2018,KAN,3,DL,1
2018,KAN,3,LB,1
2018,KAN,4,S,1
2018,KAN,6,DL,1
2018,KAN,6,WR,1
2018,LAC,1,S,1
2018,LAC,2,LB,1
2018,LAC,3,DL,1
2018,LAC,4,S,1
2018,LAC,5,OL,1
2018,LAC,6,WR,1
2018,LAC,7,RB,1
2018,LAR,3,OL,1
2018,LAR,4,DL,1
2018,LAR,4,OL,1
2018,LAR,5,DL,1
2018,LAR,5,LB,1
2018,LAR,6,DL,2
2018,LAR,6,OL,1
2018,LAR,6,RB,1
2018,LAR,7,DL,1
2018,LAR,7,LB,1
2018,MIA,1,S,1
2018,MIA,2,TE,1
2018,MIA,3,LB,1
2018,MIA,4,RB,1
2018,MIA,4,TE,1
2018,MIA,6,DB,1
2018,MIA,7,K,1
2018,MIA,7,LB,1
2018,MIN,1,DB,1
2018,MIN,2,OL,1
2018,MIN,4,DL,1
2018,MIN,5,K,1
2018,MIN,5,TE,1
2018,MIN,6,DL,1
2018,MIN,6,OL,1
2018,MIN,7,LB,1
2018,NOR,1,DL,1
2018,NOR,3,WR,1
2018,NOR,4,OL,1
2018,NOR,5,S,1
2018,NOR,6,DB,1
2018,NOR,6,RB,1
2018,NOR,7,OL,1
2018,NWE,1,OL,1
2018,NWE,1,RB,1
2018,NWE,2,DB,1
2018,NWE,5,LB,1
2018,NWE,6,LB,1
2018,NWE,6,WR,1
2018,NWE,7,DB,1
2018,NWE,7,QB,1
2018,NWE,7,TE,1
2018,NYG,1,RB,1
2018,NYG,2,OL,1
2018,NYG,3,DL,2
2018,NYG,4,QB,1
2018,NYG,5,DL,1
2018,NYJ,1,QB,1
2018,NYJ,3,DL,1
2018,NYJ,4,TE,1
2018,NYJ,6,DB,1
2018,NYJ,6,DL,1
2018,NYJ,6,RB,1
2018,OAK,1,OL,1
2018,OAK,2,DL,1
2018,OAK,3,DL,1
2018,OAK,3,OL,1
2018,OAK,4,DB,1
2018,OAK,5,DL,1
2018,OAK,5,P,1
2018,OAK,6,LB,1
2018,OAK,7,WR,1
2018,PHI,2,TE,1
2018,PHI,4,DB,1
2018,PHI,4,DL,1
2018,PHI,6,OL,1
2018,PHI,7,OL,1
2018,PIT,1,S,1
2018,PIT,2,WR,1
2018,PIT,3,OL,1
2018,PIT,3,QB,1
2018,PIT,5,S,1
2018,PIT,5,TE,1
2018,PIT,7,DL,1
2018,SEA,1,RB,1
2018,SEA,3,DL,1
2018,SEA,4,TE,1
2018,SEA,5,LB,1
2018,SEA,5,OL,1
2018,SEA,5,P,1
2018,SEA,5,S,1
2018,SEA,6,LB,1
2018,SEA,7,QB,1
2018,SFO,1,OL,1
2018,SFO,2,WR,1
2018,SFO,3,LB,1
2018,SFO,3,S,1
2018,SFO,4,DL,1
2018,SFO,5,DB,1
2018,SFO,6,S,1
2018,SFO,7,DL,1
2018,SFO,7,WR,1
2018,TAM,1,DL,1
2018,TAM,2,DB,2
2018,TAM,2,RB,1
2018,TAM,3,OL,1
2018,TAM,4,S,1
2018,TAM,5,WR,1
2018,TAM,6,LB,1
2018,TEN,1,LB,1
2018,TEN,2,LB,1
2018,TEN,5,DB,1
2018,TEN,6,QB,1
2018,WAS,1,DL,1
2018,WAS,2,RB,1
2018,WAS,3,OL,1
2018,WAS,4,S,1
2018,WAS,5,DL,1
2018,WAS,6,LB,1
2018,WAS,7,DB,1
2018,WAS,7,WR,1
2019,ARI,1,QB,1
2019,ARI,2,DB,1
2019,ARI,2,WR,1
2019,ARI,3,DL,1
2019,ARI,4,WR,1
2019,ARI,5,S,1
2019,ARI,6,OL,1
2019,ARI,6,WR,1
2019,ARI,7,DL,1
2019,ARI,7,OL,1
2019,ARI,7,TE,1
2019,ATL,1,OL,2
2019,ATL,4,DB,1
2019,ATL,4,DL,1
2019,ATL,5,DB,1
2019,ATL,5,RB,1
2019,ATL,6,WR,1
2019,BAL,1,WR,1
2019,BAL,3,DL,1
2019,BAL,3,WR,1
2019,BAL,4,DB,1
2019,BAL,4,OL,1
2019,BAL,4,RB,1
2019,BAL,5,DL,1
2019,BAL,6,QB,1
2019,BUF,1,DL,1
2019,BUF,2,OL,1
2019,BUF,3,RB,1
2019,BUF,3,TE,1
2019,BUF,5,LB,1
2019,BUF,6,DB,1
2019,BUF,7,DL,1
2019,BUF,7,TE,1
2019,CAR,1,DL,1
2019,CAR,2,OL,1
2019,CAR,3,QB,1
2019,CAR,4,LB,1
2019,CAR,5,RB,1
2019,CAR,6,OL,1
2019,CAR,7,WR,1
2019,CHI,3,RB,1
2019,CHI,4,WR,1
2019,CHI,6,DB,1
2019,CHI,7,DB,1
2019,CHI,7,RB,1
2019,CIN,1,OL,1
2019,CIN,2,TE,1
2019,CIN,3,LB,1
2019,CIN,4,DL,1
2019,CIN,4,OL,1
2019,CIN,4,QB,1
2019,CIN,6,LB,1
2019,CIN,6,RB,2
2019,CIN,7,DB,1
2019,CLE,2,DB,1
2019,CLE,3,LB,1
2019,CLE,4,S,1
2019,CLE,5,K,1
2019,CLE,5,LB,1
2019,CLE,6,OL,1
2019,CLE,7,DB,1
2019,DAL,2,DL,1
2019,DAL,3,OL,1
2019,DAL,4,RB,1
2019,DAL,5,DB,1
2019,DAL,5,DL,1
2019,DAL,6,S,1
2019,DAL,7,DL,1
2019,DAL,7,RB,1
2019,DEN,1,TE,1
2019,DEN,2,OL,1
2019,DEN,2,QB,1
2019,DEN,3,DL,1
2019,DEN,5,LB,1
2019,DEN,6,WR,1
2019,DET,1,TE,1
2019,DET,2,LB,1
2019,DET,3,S,1
2019,DET,4,DL,1
2019,DET,5,DB,1
2019,DET,6,RB,1
2019,DET,6,WR,1
2019,DET,7,DL,1
2019,DET,7,TE,1
2019,GNB,1,LB,1
2019,GNB,1,S,1
2019,GNB,2,OL,1
2019,GNB,3,TE,1
2019,GNB,5,DL,1
2019,GNB,6,DB,1
2019,GNB,6,RB,1
2019,GNB,7,LB,1
2019,HOU,1,OL,1
2019,HOU,2,DB,1
2019,HOU,2,OL,1
2019,HOU,3,TE,1
2019,HOU,5,DL,1
2019,HOU,6,DB,1
2019,HOU,7,RB,1
2019,IND,2,DB,1
2019,IND,2,LB,1
2019,IND,2,WR,1
2019,IND,3,LB,1
2019,IND,4,S,1
2019,IND,5,LB,1
2019,IND,5,S,1
2019,IND,6,DL,1
2019,IND,7,OL,2
2019,JAX,1,LB,1
2019,JAX,2,OL,1
2019,JAX,3,S,1
2019,JAX,3,TE,1
2019,JAX,5,RB,1
2019,JAX,6,QB,1
2019,JAX,7,DL,1
2019,KAN,2,S,1
2019,KAN,2,WR,1
2019,KAN,3,DL,1
2019,KAN,6,DB,1
2019,KAN,6,RB,1
2019,KAN,7,OL,1
2019,LAC,1,DL,1
2019,LAC,2,S,1
2019,LAC,3,OL,1
2019,LAC,4,LB,1
2019,LAC,5,QB,1
2019,LAC,6,LB,1
2019,LAC,7,DL,1
2019,LAR,2,S,1
2019,LAR,3,DB,2
2019,LAR,3,OL,1
2019,LAR,3,RB,1
2019,LAR,4,DL,1
2019,LAR,5,OL,1
2019,LAR,7,LB,1
2019,LAR,7,S,1
2019,MIA,1,DL,1
2019,MIA,3,OL,1
2019,MIA,5,LB,1
2019,MIA,6,OL,1
2019,MIA,7,RB,2
2019,MIN,1,OL,1
2019,MIN,2,TE,1
2019,MIN,3,RB,1
2019,MIN,4,OL,1
2019,MIN,5,LB,1
2019,MIN,6,DL,1
2019,MIN,6,OL,1
2019,MIN,6,S,1
2019,MIN,7,DB,1
2019,MIN,7,LS,1
2019,MIN,7,WR,2
2019,NOR,2,OL,1
2019,NOR,4,S,1
2019,NOR,6,S,1
2019,NOR,7,LB,1
2019,NOR,7,TE,1
2019,NWE,1,WR,1
2019,NWE,2,DB,1
2019,NWE,3,DL,1
2019,NWE,3,OL,1
2019,NWE,3,RB,1
2019,NWE,4,OL,1
2019,NWE,4,QB,1
2019,NWE,5,DL,1
2019,NWE,5,P,1
2019,NWE,7,DB,1
2019,NYG,1,DB,1
2019,NYG,1,DL,1
2019,NYG,1,QB,1
2019,NYG,3,DL,1
2019,NYG,4,DB,1
2019,NYG,5,LB,1
2019,NYG,5,WR,1
2019,NYG,6,DB,1
2019,NYG,7,DL,1
2019,NYG,7,OL,1
2019,NYJ,1,DL,1
2019,NYJ,3,LB,1
2019,NYJ,3,OL,1
2019,NYJ,4,TE,1
2019,NYJ,5,LB,1
2019,NYJ,6,DB,1
2019,OAK,1,DL,1
2019,OAK,1,RB,1
2019,OAK,1,S,1
2019,OAK,2,DB,1
2019,OAK,4,DB,1
2019,OAK,4,DL,1
2019,OAK,4,TE,1
2019,OAK,5,WR,1
2019,OAK,7,DL,1
2019,PHI,1,OL,1
2019,PHI,2,RB,1
2019,PHI,2,WR,1
2019,PHI,4,DL,1
2019,PHI,5,QB,1
2019,PIT,1,LB,1
2019,PIT,3,DB,1
2019,PIT,3,WR,1
2019,PIT,4,RB,1
2019,PIT,5,TE,1
2019,PIT,6,DL,2
2019,PIT,6,LB,1
2019,PIT,7,OL,1
2019,SEA,1,DL,1
2019,SEA,2,S,1
2019,SEA,2,WR,1
2019,SEA,3,LB,1
2019,SEA,4,OL,1
2019,SEA,4,S,1
2019,SEA,4,WR,1
2019,SEA,5,LB,1
2019,SEA,6,DL,1
2019,SEA,6,RB,1
2019,SEA,7,WR,1
2019,SFO,1,DL,1
2019,SFO,2,WR,1
2019,SFO,3,WR,1
2019,SFO,4,P,1
2019,SFO,5,LB,1
2019,SFO,6,DB,1
2019,SFO,6,OL,1
2019,SFO,6,TE,1
2019,TAM,1,LB,1
2019,TAM,2,DB,1
2019,TAM,3,DB,1
2019,TAM,3,S,1
2019,TAM,4,DL,1
2019,TAM,5,K,1
2019,TAM,6,WR,1
2019,TAM,7,DL,1
2019,TEN,1,DL,1
2019,TEN,2,WR,1
2019,TEN,3,OL,1
2019,TEN,4,S,1
2019,TEN,5,LB,1
2019,TEN,6,LB,2
2019,WAS,1,DL,1
2019,WAS,1,QB,1
2019,WAS,3,WR,1
2019,WAS,4,OL,1
2019,WAS,4,RB,1
2019,WAS,5,LB,1
2019,WAS,5,OL,1
2019,WAS,6,WR,1
2019,WAS,7,DB,1
2019,WAS,7,DL,1
